company_name,linkedin_url,description,fleet_size,country
Elin Group,https://linkedin.com/company/elingroup,"Elin Group is a privately owned multi-industry giant registered and operating in Nigeria. Our subsidiaries in Oil & Gas, Aviation, Mining, Maritime, Real ...",1,Nigeria
Eliossola,https://linkedin.com/company/eliossola-srl,"eliossola srl | 388 followers on LinkedIn. Eliossola is a helicopter company based in northern Italy. Main activities in aerial work, passenger transport ...",6,Italie
Elitaliana,https://linkedin.com/company/elitaliana,"Elitaliana è la più antica Compagnia Elicotteristica italiana attualmente in attività. Fondata nel 1964, nella sua storia ha maturato vaste esperienze in tutti ...",12,Irlande
Elite Air,https://linkedin.com/company/eliteairjets,"Elite Air is headquartered in St. Petersburg, Florida. The company manages private aircraft in key cities throughout the United States.",13,Porto Rico
Elitellina,https://linkedin.com/company/elitellina-s.r.l.,ELITELLINA S.R.L. | 1.200 follower su LinkedIn. Fondata in Provincia di Sondrio nel 1977 con l'obiettivo di facilitare i collegamenti tra il fondovalle e le ...,5,Italie
Elvetia Aviation,https://linkedin.com/company/swiss-aviation-consulting,"Our consultants, lawyers, auditors and engineers share a wealth of technical, operational, financial and legal know-how focused on the aviation industry.",1,Mexique
Embraer,https://linkedin.com/company/embraer,"A global aerospace company headquartered in Brazil, Embraer has businesses in Commercial and Executive Aviation, Defense & Security, ...",149,Porto Rico
Embry-Riddle Aeronautical University,https://linkedin.com/company/dberaueecs,"The EECS Department has four undergraduate programs: Computer Engineering, Computer Science, Electrical Engineering, and Software Engineering.",244,Porto Rico
Emirates,https://linkedin.com/company/emirates,"Based in Dubai, the Emirates Group employs over 103,363 staff from more than 160 nationalities. The Emirates Group's extensive and diverse international ...",269,Émirats arabes unis
Emirates Flight Training Academy,https://linkedin.com/company/emiratesfta,The Emirates Flight Training Academy is based at Al Maktoum International - Dubai South. Designed to be the most advanced flight training academy in the ...,30,Émirats arabes unis
Emperor Aviation,https://linkedin.com/company/emperor-aviation,EMPEROR AVIATION is a business aviation operator based in Malta and operating worldwide. It was founded in 2013 by leading professionals in the aircraft ...,4,Malte
Empire Aviation,https://linkedin.com/company/empire-aviation-group,"Established in Dubai, United Arab Emirates (UAE) in 2007 Empire Aviation is a one-stop-shop for integrated private aviation solutions, ...",6,Saint-Marin
ENAC Ecole Aviation Civile,https://linkedin.com/company/fondationenac,"Outil de promotion et de valorisation des savoir-faire de l'ENAC, la vocation de la Fondation ENAC est de proposer des projets innovants, en dehors du cercle ...",90,France
Encore Air Cargo,https://linkedin.com/company/encore-air-cargo,"Encore Air Cargo offers regularly-scheduled freight routes throughout the Midwest, as well as having aircraft available to transport your cargo anywhere.",15,Porto Rico
ENG Aviation,https://linkedin.com/company/eng-organ-recovery,"ENG's mission is to redefine the private jet charter experience by focusing on three core pillars: people, planes, and technology.",3,Porto Rico
Enter Air,https://linkedin.com/company/enter-air,"We are known as stable and trustworthy employer. We are building the work culture of the highest quality, achieved step by step. The work of each of our ...",35,Pologne
Epic Flight Academy,https://linkedin.com/company/epic-flight-academy,"Based in the United States, Epic Flight Academy offers FAA-certified Part 141 flight training and FAA-certified Part 147 aircraft mechanic training at multiple ...",49,Porto Rico
Epsilon Aviation,https://linkedin.com/company/epsilon-aerospace-pvt-ltd,Epsilon Aerospace Private Limited (EAPL) provides world-class and dynamic aircraft cabin interior solutions from concept to completion.,4,Grèce
Era Helicopters,https://linkedin.com/company/era-helicopters-llc,"Bristow is the global leader with significant operations throughout the Americas, Nigeria, Norway, the United Kingdom and Australia for offshore aviation ...",59,Porto Rico
Estafeta Carga Aerea,https://linkedin.com/company/estafeta-carga-a%C3%A9rea-s.a.-de-c.v.,Movemos 30 mil toneladas anuales de carga aérea Nacional e Internacional. Que el crecimiento de tu empresa no tenga límites. Transporta tus productos de ...,6,Mexique
Estelar,https://linkedin.com/company/theestelar,"We are more than event planners, we are architects of eco-conscious experiences, turning dreams into reality with a reduced carbon footprint mindset.",4,Venezuela
Estonia - Air Force,https://linkedin.com/company/eesti-kaitsevagi,"Welcome to the official LinkedIn page of the Estonian Defence Forces. https://www.mil.ee/en Locations Primary Juhkentali 58 Tallinn, Harju County 15007, EE",4,
Eswatini Air,https://linkedin.com/company/royal-swazi-national-airways-corporation,"The national airline offers direct non-stop flights between KM III International Airport and Durban, Cape Town, Johannesburg and Harare.",2,Eswatini
ETF Airways,https://linkedin.com/company/etfairways,"ETF Airways is a leading Croatian ACMI and charter airline, renowned for our reliability and dedication to delivering exceptional aviation services worldwide.",1,Croatie
Ethiopian Airlines,https://linkedin.com/company/ethiopian-airlines,"Ethiopian Airlines Group (Ethiopian) is the fastest growing Airline Group in Africa. In its seventy plus years of operation, Ethiopian has become one of the ...",143,Éthiopie
Etihad Airways,https://linkedin.com/company/etihadairways,"Marhaba! Welcome to Etihad Airways. We are proud to be the national airline of the UAE, flying to 100+ destinations via Abu Dhabi. At Etihad, we don't stop ...",103,Émirats arabes unis
Euro Link,https://linkedin.com/company/eurolinkinc,"We've provided North America with high quality tapping, drilling, & ergonomics products since 2000 - now as IPT America.",4,Allemagne
Euro-Asia Air,https://linkedin.com/company/euro-asia-air,"Euro-Asia Air is the largest helicopter airline in Kazakhstan. The use of helicopters and airplanes in the economy of Kazakhstan (large territory, difficult ...",5,Kazakhstan
EuroAtlantic Airways,https://linkedin.com/company/euroatlantic-airways/,"EAA is a Portuguese International Airline, operating in the most diverse routes in North Atlantic with an air transport license and FAOC to operate into North ...",5,Portugal
Euroavia Airlines,https://linkedin.com/company/euroavia,"We are EUROAVIA, the European Association of Aerospace Students, and we represent the interests of over 3000 students from 42 universities in 18 countries.",1,Chypre
Eurocopter Deutschland,https://linkedin.com/company/airbus-helicopters,"Info. Airbus Helicopters, vormals Eurocopter, ist eine Division der Airbus Group, die zu den weltweit führenden Konzernen der Luft- und Raumfahrt sowie der ...",126,Allemagne
European Air Charter,https://linkedin.com/company/bulgarian-air-charter,"Bulgarian Air Charter Jsc. is a charter airline based in Sofia, Bulgaria. Bulgarian Air Charter has offices in Sofia, Berlin, Varna, Burgas and Rome.",6,Bulgarie
European Aircraft Private Club,https://linkedin.com/company/european-aircraft-private-club-scrl,"European Aircraft Private Club is a cooperative company, which offers its members a high standard fleet of mono turbine aircrafts. Our team of professionals can ...",10,Belgique
European Cargo,https://linkedin.com/company/european-cargo,"European Cargo has helped to establish Bournemouth International Airport as a reliable, cost-effective, and strategic air freight hub, 90 minutes from London.",9,Territoire britannique de l'océan Indien
European Flight Academy,https://linkedin.com/company/european-flight-training,"European Flight Training | 89 followers on LinkedIn. With almost 10000 hours total flight time, 25 years as a Professional Pilot and worldwide airline ...",24,Suisse
European Flight Service,https://linkedin.com/company/efs-european-flight-service-ab,"The largest Part 135 charter company in Sweden, operating Gulfstream GV, Bombardier Challenger 350 and various Cessna models.",4,Suède
European Flyers,https://linkedin.com/company/european-flight-training,"With almost 10,000 hours total flight time, 25 years as a Professional Pilot and worldwide airline flying experience including Transatlantic and ...",14,Espagne
Eurowings,https://linkedin.com/company/eurowings-aviation-gmbh,Quality flights at reasonable prices. To over 130 destinations in Europe and worldwide. This is what the Eurowings brand stands for.,124,République tchèque
EVA Air,https://linkedin.com/company/eva-airways,"Building on quality service and safety for over 25 years, EVA is now rated as a 5-Star Airline by international quality ratings organization SKYTRAX.",90,Taïwan
Everett Aviation,https://linkedin.com/company/everett-aviation,Everett Aviation started business operating a single AS350 in Kenya in 1996. In less than 20 years it has become established as the largest helicopter service ...,3,Namibie
Everts Air Alaska,https://linkedin.com/company/everts-air-cargo,"Everts Air Alaska is a Part 135 airline based in Fairbanks, providing cargo and passenger service to interior Alaska.",32,Porto Rico
EWA Air,https://linkedin.com/company/ewa-air,"EWA AIR is an airlines/aviation company based out of, Marcel Henri Airport, Mayotte, France. Site web: https://ewa-air.",2,Polynésie française
ExcelAire,https://linkedin.com/company/excelaire-services-llc,"ExcelAire, one of the nation's leading private jet charter firms, specializes in worldwide jet charters, aircraft management, maintenance and sales.",1,Porto Rico
Excellent Air,https://linkedin.com/company/excellentair,"Being part of the Air Allgäu Group, Excellent Air was established in 2014 to cater to the demanding charter markets. As a growing business, the group offers ...",12,Allemagne
Exclusive Aviation,https://linkedin.com/company/exclusive-aviation,"Exclusive Aviation is a premier private aviation operator based in The Bahamas, renowned for delivering bespoke aviation services that adhere to the highest ...",1,Espagne
Execuflight,https://linkedin.com/company/executive-airlink-inc,Sitio web: http://executiveairlink.com. Enlace externo para EXECUTIVE AIRLINK INC ; Sector: Aeronáutica y aviación ; Tamaño de la empresa: De 11 a 50 empleados.,1,Porto Rico
ExecuJet Middle East,https://linkedin.com/company/execujet-aviation-group/,"At ExecuJet Middle East, your comfort is cared for at every step of the journey. Discover our crew suite at Al Maktoum, designed with your wellbeing in mind.",4,Saint-Marin
Executive Airlink,https://linkedin.com/company/executive-airlink-inc,"Executive Airlink offers a top-class jet service throughout the USA, with bases in Palm Beach and Boca Raton. Its expanding fleet of modern and comfortable ...",1,Porto Rico
