company_name,linkedin_url,description,company_name_norm,fleet_size
Buraq Air,https://linkedin.com/company/buraq-air-transport,"Industry: Airlines and Aviation ; Company size: 51-200 employees ; Headquarters: Tripoli, Tripoli ...",buraq air,
Business Aviation Asia,https://linkedin.com/company/business-aviation-asia,"BAA is the one of the leading aviation companies in Asia. It offers a complete range of business jet services designed to help professionals, companies and ...",business aviation asia,
Business Wings,https://linkedin.com/company/the-businesswings,"The Business Wings a sole proprietary company and is engaged in Debt collection, Debt recovery and Customer Support (Telecalling) and related ancillary ...",business wings,
Buzz,https://linkedin.com/company/buzz-products,"Buzz is a global design company that creates signature moments for travel. For over two decades, we've partnered with world leading airlines, hotels, cruise ...",buzz,
BySky,https://linkedin.com/company/bysky,BySky — the first operator of business aviation in Belarus Aircompany's fleet includes Pilatus PC-12NG — best-in-class turboprop-powered business aircrafts ...,bysky,
CAA,https://linkedin.com/company/civil-aviation-authority,We are the UK's aviation and aerospace regulator. We strive to ensure the aviation industry meets the highest safety standards in order to protect air ...,caa,
Cabo Verde Airlines,https://linkedin.com/company/caboverdeairlines,"É sexta-feira e já estamos a bordo, com destino a Lisboa! Saiba que também voamos semanalmente para Paris, Bérgamo e Porto. Venha descobrir os nossos ...",cabo verde airlines,
CAE,https://linkedin.com/company/caet,"CAE | 12888 followers on LinkedIn. CAE is a global physical commodities trading firm addressing the semiconductor market. Initially focused on silicon, ...",cae,
CAE,https://linkedin.com/company/caet,"CAE is a global physical commodities trading firm addressing the semiconductor market. Initially focused on silicon, CAE considers transactions in any physical ...",cae,
CAE Aviation,https://linkedin.com/company/cae-aviation,"Venez rencontrer le leader européen de la surveillance aérienne et de l'entrainement des parachutistes militaires. CAE-Aviation, l'expertise opérationnelle ...",cae aviation,
Caicos Express Airways,https://linkedin.com/company/caicos-express-airways,"Caicos Express Airways | 151 followers on LinkedIn. Turks and Caicos-based airline connecting TCI, Haiti, Dominican Republic, and Jamaica since 2007 | Turks ...",caicos express airways,
Calm Air,https://linkedin.com/company/calmair,"Calm Air International is a niche airline serving the northern part of Central Canada. From its main bases at Winnipeg, Thompson and Churchill, Manitoba, and ...",calm air,
Calstar,https://linkedin.com/company/calstar-unlimited,"CalStar Unlimited (CA PI# 187978) is an investigative firm serving businesses, as well as the insurance companies and attorneys who work on their behalf, ...",calstar,
Camair-Co,https://linkedin.com/company/camair-co,"Based in Douala, Camair-Co prides its self as National Airline Company of Cameroon and aspires to change the landscape of the air transport in Cameroon.",camair-co,
Cambodia Airways,https://linkedin.com/company/cambodia-airways,"Cambodia Airways Co., Ltd. is a local Cambodian airline based in Phnom Penh. Established in September 2017, the company launched its inaugural flight on July ...",cambodia airways,
CAMEX Airlines,https://linkedin.com/company/camex-airlines,CAMEX Airlines is a charter airline with the ability to reach across the globe even on short notice. With thousands of hours of airline and cargo ...,camex airlines,
Canada - Coast Guard,https://linkedin.com/company/canadian-coast-guard,"The Canadian Coast Guard (CCG) owns and operates the federal government's civilian fleet, and provides key maritime services to Canadians.",canada - coast guard,
Canada - Department of Transport,https://linkedin.com/company/transport-canada,Our department has over 5000 full- and part-time employees working in several locations across the country. We are looking for people to help us achieve our ...,canada - department of transport,
Canada - Ontario Ministry of Natural Resources,https://linkedin.com/company/ministry-of-natural-resources,"Ministry of Natural Resources and Forestry Offices-Thunder Bay Environmental Services Thunder Bay, Ontario",canada - ontario ministry of natural resources,
Canada - Royal Canadian Air Force,https://linkedin.com/company/rcaf-arc,"Since its inception on 1 April 1924, the Royal Canadian Air Force (RCAF) has been a combat-tested force with decades of experience in the full spectrum of ...",canada - royal canadian air force,
Canada - Royal Canadian Mounted Police,https://linkedin.com/company/rcmp-grc,La GRC est le service de police national du Canada et une organisation de renommée mondiale. Notre organisation est unique puisqu'elle offre des services de ...,canada - royal canadian mounted police,
Canada - Saskatchewan Air Ambulance Service,https://linkedin.com/company/skycare-airambulance-charters,"With bases in Sioux Lookout, Thunder Bay, and Kitchener, Ontario and St. Andrews, Manitoba, we make it convenient for our clients to depart and arrive at their ...",canada - saskatchewan air ambulance service,
Canadian Airways Congo,https://linkedin.com/company/weststaraviationgroup,Weststar is a renowned key player in the offshore helicopter services industry. Weststar serves some of the major players in the oil & gas industry and is ...,canadian airways congo,
Canadian North,https://linkedin.com/company/canadian-north,"Canadian North connects people and delivers essential goods throughout Northern communities in Canada – safely, reliably and always with ...",canadian north,
CanaryFly,https://linkedin.com/company/canaryfly,Canaryfly es la primera aerolínea Low Cost que vuela entre las Islas Canarias. En 2017 decidimos hacer las cosas de manera diferente y hemos conseguido en un ...,canaryfly,
Canavia,https://linkedin.com/company/canavia,Canavia Aviation Academy | 1688 followers on LinkedIn. Airplane and RPA Professional Pilot and Cabin Crew Courses | Aviation Training Center in Canary ...,canavia,
Canlink Aviation,https://linkedin.com/company/canlink-travel-representatives,"Canlink Travel Representatives, provides Canadian based representation for exceptional hotels, resorts and other sectors of the hospitality industry.",canlink aviation,
CanWest Air,https://linkedin.com/company/can-west-corporate-air-charters-ltd.,"Can-West Corporate Air Charters offers charter service through our Edmonton, Slave Lake and Wabasca bases. From these locations we serve Western Canada.",canwest air,
Cape Air,https://linkedin.com/company/capeair,The nation's largest commuter airline connecting communities across the United States and Caribbean for over 30 years.,cape air,
Capital Air Ambulance,https://linkedin.com/company/capitalairambulance,"The UK's specialist air ambulance operator, providing rapid response UK, EU and global medical repatriations.",capital air ambulance,
Capital Airlines,https://linkedin.com/company/beijing-capital-airlines-co-ltd-,"Welcome to our LinkedIn page! Renamed from Deer Air, Beijing Capital airlines was established in 2010 by Hainan Airlines Group (HNA Group) and Beijing Tourism ...",capital airlines,
Capital City Air Carriers,https://linkedin.com/company/acl-airshop,"ACL Airshop is a leading worldwide provider of ULD, cargo control and air freight products and services for the aviation industry.",capital city air carriers,
Cardig Air,https://linkedin.com/company/pt-cardig-air,Website: www.cardig-air.com. External link for PT. Cardig Air. Industry: Airlines and Aviation. Company size: 51-200 employees. Type: Privately Held ...,cardig air,
CareFlight,https://linkedin.com/company/careflight,"CareFlight is an Australian aeromedical charity, established in 1986. CareFlight's mission is to save lives, speed recovery and serve the community.",careflight,
Cargo Air,https://linkedin.com/company/cargo-air-ltd,Cargo Air is cargo airline established in 1997 as operator of 6 aircraft AN-12 till 2007 and currently operating with B737-300/400 freighters.,cargo air,
Cargojet Airways,https://linkedin.com/company/cargojet-income-fund,Cargojet provides domestic and trans-border air cargo services in addition to aircraft handling and aircraft and airport equipment fueling services.,cargojet airways,
Cargolux,https://linkedin.com/company/cargolux-airlines,Cargolux is Europe's largest all cargo carrier and boasts a modern fleet of purpose-built 747-400 and 747-8 freighters.,cargolux,
Caribbean Airlines,https://linkedin.com/company/caribbean-airlines-ltd.,Sobre nós ; Site: http://caribbean-airlines.com. Link externo para Caribbean Airlines Ltd ; Setor: Transporte aéreo ; Tamanho da empresa: 1.001-5.000 funcionários.,caribbean airlines,
Carpatair,https://linkedin.com/company/carpatair-sa,"Founded in 1999, Carpatair is one of the oldest airlines in Romania with headquarters in Timisoara and presently a charter and wet lease airline.",carpatair,
Carson Air,https://linkedin.com/company/carsonair,"We are the largest provider of Air Ambulance Services BC, with experience with Cargo and Flight Training.",carson air,
Caspian Airlines,https://linkedin.com/company/caspian-airlines,"an airline headquartered in Tehran, Iran. Established in 1993, it operates services between Tehran and other major cities in Iran and international flights.",caspian airlines,
